,Year,State,Population,Deaths Per 100k,City,# Killed,# Injured,# Victims,Gun Law Rank,Safety Grade,Incident Date
1872,2020,Michigan,10077331,12.82,Detroit,2,4,6,19,C,7/5/2020
1873,2020,Maryland,6177224,11.61,Temple Hills (Marlow Heights),1,3,4,6,A,7/4/2020
1874,2020,Georgia,10711908,15.72,Atlanta,0,5,5,32,F,7/4/2020
1875,2020,Massachusetts,7029917,3.46,Lynn,1,4,5,7,A,7/4/2020
1876,2020,Michigan,10077331,12.82,Detroit,2,3,5,19,C,7/4/2020
1877,2020,South Carolina,5118425,17.51,Barnwell,0,5,5,31,F,7/4/2020
1878,2020,Illinois,12812508,10.78,Chicago,1,3,4,8,A,7/4/2020
1879,2020,Illinois,12812508,10.78,Chicago,4,4,8,8,A,7/4/2020
1880,2020,Louisiana,4657757,21.31,Baton Rouge,0,4,4,32,F,7/4/2020
1881,2020,Mississippi,2961279,22.81,Jackson,1,3,4,50,F,7/4/2020
1882,2020,Alabama,5024279,21.7,Birmingham (Hoover),1,3,4,38,F,7/3/2020
1883,2020,Maryland,6177224,11.61,Baltimore,0,4,4,6,A,7/3/2020
1884,2020,California,39538223,7.45,Delano,2,3,5,1,A,7/2/2020
1885,2020,Massachusetts,7029917,3.46,Somerville,0,4,4,7,A,7/2/2020
1886,2020,New Jersey,9288994,4.75,Paterson,1,4,5,2,A,7/2/2020
1887,2020,California,39538223,7.45,Oakland,0,4,4,1,A,7/1/2020
1888,2020,Louisiana,4657757,21.31,Lake Charles,0,4,4,32,F,7/1/2020
1889,2020,Iowa,3190369,8.62,Davenport,0,5,5,19,C,6/30/2020
1890,2020,Georgia,10711908,15.72,Atlanta,1,4,5,32,F,6/30/2020
1891,2020,Massachusetts,7029917,3.46,Boston,1,3,4,7,A,6/30/2020
1892,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/30/2020
1893,2020,Ohio,11799448,13.05,Dayton,0,4,4,24,D,6/30/2020
1894,2020,Arkansas,3011524,18.96,Greenbrier,0,4,4,40,F,6/30/2020
1895,2020,California,39538223,7.45,Sylmar,0,4,4,1,A,6/29/2020
1896,2020,South Dakota,886667,13.5,Sioux Falls,1,3,4,44,F,6/29/2020
1897,2020,Pennsylvania,13002700,12.47,Philadelphia,2,2,4,12,C,6/28/2020
1898,2020,Alabama,5024279,21.7,Akron,0,7,7,38,F,6/28/2020
1899,2020,Illinois,12812508,10.78,Chicago,2,2,4,8,A,6/27/2020
1900,2020,California,39538223,7.45,Red Bluff,3,4,7,1,A,6/27/2020
1901,2020,Illinois,12812508,10.78,Peoria,0,4,4,8,A,6/27/2020
1902,2020,New York,20201249,4.03,Brooklyn,0,4,4,4,A,6/27/2020
1903,2020,Arkansas,3011524,18.96,Blytheville,3,1,4,40,F,6/27/2020
1904,2020,Colorado,5773714,15.14,Aurora,0,5,5,14,C,6/26/2020
1905,2020,California,39538223,7.45,Fresno,0,4,4,1,A,6/26/2020
1906,2020,Arizona,7151502,15.29,Phoenix,0,4,4,45,F,6/26/2020
1907,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,6/25/2020
1908,2020,Connecticut,3605944,4.91,Bridgeport,1,3,4,3,A,6/25/2020
1909,2020,Tennessee,6910840,17.82,Jackson,0,4,4,29,D,6/24/2020
1910,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/23/2020
1911,2020,Florida,21538187,12.81,Lake Worth,0,5,5,22,C,6/23/2020
1912,2020,North Carolina,10439388,13.26,Charlotte,4,5,9,24,D,6/22/2020
1913,2020,California,39538223,7.45,San Francisco,0,5,5,1,A,6/22/2020
1914,2020,New York,20201249,4.03,Brooklyn,0,5,5,4,A,6/22/2020
1915,2020,Minnesota,5706494,7.79,Minneapolis,0,4,4,13,C,6/22/2020
1916,2020,Minnesota,5706494,7.79,Minneapolis,0,4,4,13,C,6/22/2020
1917,2020,Illinois,12812508,10.78,Chicago,0,5,5,8,A,6/22/2020
1918,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/22/2020
1919,2020,Ohio,11799448,13.05,Columbus,1,4,5,24,D,6/22/2020
1920,2020,New York,20201249,4.03,Buffalo,0,4,4,4,A,6/21/2020
1921,2020,Texas,29145505,12.22,Austin,0,5,5,34,F,6/21/2020
1922,2020,Minnesota,5706494,7.79,Minneapolis,0,11,11,13,C,6/21/2020
1923,2020,Alabama,5024279,21.7,Auburn,0,4,4,38,F,6/21/2020
1924,2020,Texas,29145505,12.22,Corpus Christi,1,3,4,34,F,6/21/2020
1925,2020,Wisconsin,5893718,10.13,Milwaukee,0,5,5,21,C,6/21/2020
1926,2020,Illinois,12812508,10.78,Chicago,1,3,4,8,A,6/21/2020
1927,2020,New York,20201249,4.03,Bronx,0,4,4,4,A,6/20/2020
1928,2020,New York,20201249,4.03,Syracuse,1,8,9,4,A,6/20/2020
1929,2020,Michigan,10077331,12.82,Detroit,0,4,4,19,C,6/20/2020
1930,2020,New Jersey,9288994,4.75,Jersey City,1,4,5,2,A,6/20/2020
1931,2020,Michigan,10077331,12.82,Saginaw,1,3,4,19,C,6/20/2020
1932,2020,Wisconsin,5893718,10.13,Janesville,0,5,5,21,C,6/20/2020
1933,2020,North Carolina,10439388,13.26,Pinetops,2,2,4,24,D,6/20/2020
1934,2020,Kansas,2937880,14.65,Wichita,0,5,5,43,F,6/20/2020
1935,2020,New York,20201249,4.03,Bronx,0,4,4,4,A,6/20/2020
1936,2020,New York,20201249,4.03,Albany,0,7,7,4,A,6/18/2020
1937,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/17/2020
1938,2020,Iowa,3190369,8.62,Fort Dodge,2,2,4,19,C,6/16/2020
1939,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/15/2020
1940,2020,Minnesota,5706494,7.79,Minneapolis,1,6,7,13,C,6/14/2020
1941,2020,Kentucky,4505836,16.81,Louisville,1,4,5,46,F,6/14/2020
1942,2020,Louisiana,4657757,21.31,Lafayette,0,5,5,32,F,6/14/2020
1943,2020,Louisiana,4657757,21.31,Lake Charles,0,4,4,32,F,6/14/2020
1944,2020,Louisiana,4657757,21.31,New Orleans,2,2,4,32,F,6/14/2020
1945,2020,Arkansas,3011524,18.96,Rison,0,4,4,40,F,6/13/2020
1946,2020,California,39538223,7.45,Hesperia,0,5,5,1,A,6/13/2020
1947,2020,Missouri,6154913,21.34,Saint Louis,2,4,6,46,F,6/13/2020
1948,2020,Maryland,6177224,11.61,Baltimore,0,5,5,6,A,6/13/2020
1949,2020,Georgia,10711908,15.72,Atlanta,2,5,7,32,F,6/13/2020
1950,2020,District of Columbia,689545,,Washington,2,5,7,,,6/13/2020
1951,2020,New York,20201249,4.03,Wyandanch,1,7,8,4,A,6/13/2020
1952,2020,Pennsylvania,13002700,12.47,Philadelphia,0,6,6,12,C,6/12/2020
1953,2020,New York,20201249,4.03,Bronx,1,3,4,4,A,6/12/2020
1954,2020,Texas,29145505,12.22,San Antonio,0,8,8,34,F,6/12/2020
1955,2020,Virginia,8631393,11.76,Richmond,0,4,4,26,D,6/11/2020
1956,2020,District of Columbia,689545,,Washington,0,7,7,,,6/11/2020
1957,2020,Louisiana,4657757,21.31,Monroe,6,0,6,32,F,6/11/2020
1958,2020,Texas,29145505,12.22,Houston,2,4,6,34,F,6/11/2020
1959,2020,California,39538223,7.45,Sacramento,1,4,5,1,A,6/10/2020
1960,2020,Ohio,11799448,13.05,Toledo,1,3,4,24,D,6/10/2020
1961,2020,California,39538223,7.45,Paso Robles,2,4,6,1,A,6/10/2020
1962,2020,North Carolina,10439388,13.26,Scotland Neck,0,5,5,24,D,6/9/2020
1963,2020,Pennsylvania,13002700,12.47,Philadelphia,1,6,7,12,C,6/9/2020
1964,2020,California,39538223,7.45,Vallejo,2,3,5,1,A,6/9/2020
1965,2020,New York,20201249,4.03,Brooklyn,0,4,4,4,A,6/8/2020
1966,2020,Tennessee,6910840,17.82,Memphis,0,4,4,29,D,6/8/2020
1967,2020,Tennessee,6910840,17.82,Dyersburg,0,5,5,29,D,6/7/2020
1968,2020,Arkansas,3011524,18.96,Hope,0,5,5,40,F,6/7/2020
1969,2020,Illinois,12812508,10.78,Robbins,1,3,4,8,A,6/7/2020
1970,2020,Missouri,6154913,21.34,Sikeston,2,7,9,46,F,6/7/2020
1971,2020,Illinois,12812508,10.78,Chicago,1,3,4,8,A,6/7/2020
1972,2020,Illinois,12812508,10.78,Chicago,0,6,6,8,A,6/7/2020
1973,2020,California,39538223,7.45,Sacramento,1,4,5,1,A,6/6/2020
1974,2020,Missouri,6154913,21.34,Kansas City,1,4,5,46,F,6/6/2020
1975,2020,Mississippi,2961279,22.81,Drew,0,5,5,50,F,6/6/2020
1976,2020,Ohio,11799448,13.05,Ironton,0,4,4,24,D,6/6/2020
1977,2020,Colorado,5773714,15.14,Denver,0,4,4,14,C,6/5/2020
1978,2020,Alabama,5024279,21.7,Valhermoso Springs,7,0,7,38,F,6/4/2020
1979,2020,Texas,29145505,12.22,Dallas,1,3,4,34,F,6/2/2020
1980,2020,Wisconsin,5893718,10.13,Racine,0,5,5,21,C,6/2/2020
1981,2020,Illinois,12812508,10.78,Chicago,0,4,4,8,A,6/2/2020
1982,2020,Missouri,6154913,21.34,Saint Louis,0,4,4,46,F,6/1/2020
1983,2020,Mississippi,2961279,22.81,Gulfport,1,5,6,50,F,5/31/2020
1984,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,5/31/2020
1985,2020,New Jersey,9288994,4.75,Paterson,0,4,4,2,A,5/30/2020
1986,2020,District of Columbia,689545,,Washington,0,4,4,,,5/30/2020
1987,2020,Texas,29145505,12.22,Houston,1,4,5,34,F,5/30/2020
1988,2020,Florida,21538187,12.81,Altha,2,4,6,22,C,5/30/2020
1989,2020,North Carolina,10439388,13.26,Gastonia,1,5,6,24,D,5/30/2020
1990,2020,Virginia,8631393,11.76,Portsmouth,0,5,5,26,D,5/29/2020
1991,2020,Kentucky,4505836,16.81,Louisville,0,7,7,46,F,5/28/2020
1992,2020,Tennessee,6910840,17.82,Memphis,0,4,4,29,D,5/28/2020
1993,2020,Pennsylvania,13002700,12.47,Philadelphia,1,3,4,12,C,5/28/2020
1994,2020,Massachusetts,7029917,3.46,Boston,1,4,5,7,A,5/27/2020
1995,2020,Ohio,11799448,13.05,Cleveland,1,3,4,24,D,5/27/2020
1996,2020,California,39538223,7.45,San Jose,0,5,5,1,A,5/27/2020
1997,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,5/27/2020
1998,2020,Mississippi,2961279,22.81,Vicksburg,0,4,4,50,F,5/26/2020
1999,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,5/26/2020
2000,2020,Illinois,12812508,10.78,Chicago,2,2,4,8,A,5/26/2020
2001,2020,California,39538223,7.45,Los Angeles,0,5,5,1,A,5/26/2020
2002,2020,South Carolina,5118425,17.51,Bowman,3,5,8,31,F,5/26/2020
2003,2020,Louisiana,4657757,21.31,Lake Charles,0,6,6,32,F,5/25/2020
2004,2020,Missouri,6154913,21.34,Saint Louis,0,4,4,46,F,5/24/2020
2005,2020,South Carolina,5118425,17.51,Myrtle Beach,0,4,4,31,F,5/24/2020
2006,2020,Alabama,5024279,21.7,Danville,3,1,4,38,F,5/24/2020
2007,2020,Texas,29145505,12.22,Houston,0,4,4,34,F,5/23/2020
2008,2020,Illinois,12812508,10.78,Rock Island,1,4,5,8,A,5/23/2020
2009,2020,South Carolina,5118425,17.51,Jonesville,2,5,7,31,F,5/23/2020
2010,2020,North Carolina,10439388,13.26,Charlotte,0,6,6,24,D,5/23/2020
2011,2020,Michigan,10077331,12.82,Flint,1,3,4,19,C,5/23/2020
2012,2020,Florida,21538187,12.81,Fort Lauderdale (Lauderhill),0,5,5,22,C,5/23/2020
2013,2020,Florida,21538187,12.81,Daytona Beach,0,6,6,22,C,5/23/2020
2014,2020,Illinois,12812508,10.78,Chicago,1,3,4,8,A,5/23/2020
2015,2020,Mississippi,2961279,22.81,Jackson,1,4,5,50,F,5/23/2020
2016,2020,Ohio,11799448,13.05,Cleveland,1,3,4,24,D,5/22/2020
2017,2020,Texas,29145505,12.22,Houston,2,3,5,34,F,5/20/2020
2018,2020,Illinois,12812508,10.78,Decatur,0,5,5,8,A,5/19/2020
2019,2020,California,39538223,7.45,Bakersfield,0,5,5,1,A,5/18/2020
2020,2020,South Carolina,5118425,17.51,Charleston,0,4,4,31,F,5/17/2020
2021,2020,South Carolina,5118425,17.51,Saint Matthews,4,1,5,31,F,5/17/2020
2022,2020,Louisiana,4657757,21.31,Bogalusa,0,13,13,32,F,5/16/2020
2023,2020,Florida,21538187,12.81,Gainesville,0,5,5,22,C,5/15/2020
2024,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,5/15/2020
2025,2020,New Mexico,2117522,20.75,Albuquerque,0,5,5,17,C,5/14/2020
2026,2020,Illinois,12812508,10.78,Rockford,1,4,5,8,A,5/13/2020
2027,2020,Kentucky,4505836,16.81,Garrison,1,4,5,46,F,5/13/2020
2028,2020,Tennessee,6910840,17.82,Memphis,0,4,4,29,D,5/13/2020
2029,2020,Alabama,5024279,21.7,Montgomery,0,4,4,38,F,5/11/2020
2030,2020,Louisiana,4657757,21.31,Baton Rouge,0,5,5,32,F,5/10/2020
2031,2020,Texas,29145505,12.22,Fort Worth,0,5,5,34,F,5/10/2020
2032,2020,Texas,29145505,12.22,Katy,0,6,6,34,F,5/10/2020
2033,2020,Missouri,6154913,21.34,Saint Louis,0,4,4,46,F,5/9/2020
2034,2020,Maryland,6177224,11.61,Baltimore,0,4,4,6,A,5/7/2020
2035,2020,Texas,29145505,12.22,Houston,3,1,4,34,F,5/6/2020
2036,2020,Georgia,10711908,15.72,Albany,1,3,4,32,F,5/6/2020
2037,2020,Tennessee,6910840,17.82,Memphis,2,2,4,29,D,5/6/2020
2038,2020,Ohio,11799448,13.05,Columbus,0,4,4,24,D,5/3/2020
2039,2020,Florida,21538187,12.81,Jacksonville,1,3,4,22,C,5/3/2020
2040,2020,Illinois,12812508,10.78,Chicago,0,5,5,8,A,5/3/2020
2041,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,5/2/2020
2042,2020,Indiana,6785528,14.71,Indianapolis,0,4,4,28,D,4/29/2020
2043,2020,Wisconsin,5893718,10.13,Milwaukee,5,0,5,21,C,4/27/2020
2044,2020,New York,20201249,4.03,Troy,0,4,4,4,A,4/26/2020
2045,2020,North Carolina,10439388,13.26,Salisbury,1,4,5,24,D,4/26/2020
2046,2020,Florida,21538187,12.81,Orlando,1,4,5,22,C,4/25/2020
2047,2020,Tennessee,6910840,17.82,Memphis,0,7,7,29,D,4/25/2020
2048,2020,Texas,29145505,12.22,Houston,3,1,4,34,F,4/24/2020
2049,2020,Indiana,6785528,14.71,Fort Wayne,0,4,4,28,D,4/24/2020
2050,2020,Maryland,6177224,11.61,Hyattsville,2,2,4,6,A,4/18/2020
2051,2020,North Carolina,10439388,13.26,Greensboro,1,3,4,24,D,4/17/2020
2052,2020,Massachusetts,7029917,3.46,Springfield,1,4,5,7,A,4/17/2020
2053,2020,Pennsylvania,13002700,12.47,Philadelphia,0,4,4,12,C,4/16/2020
2054,2020,Mississippi,2961279,22.81,Jackson,1,3,4,50,F,4/15/2020
2055,2020,California,39538223,7.45,Bakersfield,0,6,6,1,A,4/11/2020
2056,2020,Michigan,10077331,12.82,Muskegon,0,4,4,19,C,4/10/2020
2057,2020,Michigan,10077331,12.82,Detroit,0,4,4,19,C,4/8/2020
2058,2020,South Carolina,5118425,17.51,Greenwood,1,3,4,31,F,4/8/2020
2059,2020,Alaska,733391,20.74,Anchorage,0,4,4,42,F,4/8/2020
2060,2020,Illinois,12812508,10.78,Chicago,1,3,4,8,A,4/7/2020
2061,2020,New York,20201249,4.03,Brooklyn,0,4,4,4,A,4/5/2020
2062,2020,California,39538223,7.45,Los Angeles,1,3,4,1,A,4/5/2020
2063,2020,South Carolina,5118425,17.51,Lancaster,1,4,5,31,F,4/5/2020
2064,2020,Texas,29145505,12.22,Vidor,0,4,4,34,F,4/4/2020
2065,2020,Texas,29145505,12.22,Lubbock,2,2,4,34,F,4/4/2020
2066,2020,Florida,21538187,12.81,Hialeah,1,4,5,22,C,4/4/2020
2067,2020,Kentucky,4505836,16.81,Louisville,0,4,4,46,F,4/3/2020
2068,2020,Georgia,10711908,15.72,Macon,3,1,4,32,F,3/31/2020
2069,2020,Pennsylvania,13002700,12.47,Philadelphia,0,5,5,12,C,3/30/2020
2070,2020,Georgia,10711908,15.72,Atlanta,0,4,4,32,F,3/29/2020
2071,2020,Maryland,6177224,11.61,Baltimore,1,3,4,6,A,3/28/2020
2072,2020,Texas,29145505,12.22,San Antonio,0,4,4,34,F,3/23/2020
2073,2020,South Carolina,5118425,17.51,Hanahan,0,4,4,31,F,3/22/2020
2074,2020,Virginia,8631393,11.76,Norfolk,0,4,4,26,D,3/20/2020
2075,2020,Missouri,6154913,21.34,Saint Louis,0,4,4,46,F,3/20/2020
2076,2020,Florida,21538187,12.81,Jacksonville,1,4,5,22,C,3/18/2020
2077,2020,Maryland,6177224,11.61,Baltimore,0,7,7,6,A,3/17/2020
2078,2020,North Carolina,10439388,13.26,Moncure,7,0,7,24,D,3/15/2020
2079,2020,Missouri,6154913,21.34,Springfield,5,2,7,46,F,3/15/2020
2080,2020,Michigan,10077331,12.82,Saginaw,2,2,4,19,C,3/14/2020
2081,2020,New Mexico,2117522,20.75,Albuquerque,1,3,4,17,C,3/14/2020
2082,2020,Illinois,12812508,10.78,Rockford,0,4,4,8,A,3/13/2020
2083,2020,Louisiana,4657757,21.31,New Orleans (Algiers),0,5,5,32,F,3/13/2020
2084,2020,Pennsylvania,13002700,12.47,Chester,2,2,4,12,C,3/10/2020
2085,2020,Illinois,12812508,10.78,South Holland,0,4,4,8,A,3/8/2020
2086,2020,Maryland,6177224,11.61,Rosedale,1,5,6,6,A,3/8/2020
2087,2020,California,39538223,7.45,Ceres,1,3,4,1,A,3/8/2020
2088,2020,Ohio,11799448,13.05,Cleveland,1,18,19,24,D,3/7/2020
2089,2020,New Mexico,2117522,20.75,Albuquerque,0,4,4,17,C,3/7/2020
2090,2020,Illinois,12812508,10.78,Chicago,0,7,7,8,A,3/7/2020
2091,2020,District of Columbia,689545,,Washington,0,6,6,,,3/6/2020
2092,2020,California,39538223,7.45,Tulare,1,5,6,1,A,3/4/2020
2093,2020,Missouri,6154913,21.34,Kansas City,1,4,5,46,F,2/29/2020
2094,2020,Colorado,5773714,15.14,Brighton,0,5,5,14,C,2/29/2020
2095,2020,Wisconsin,5893718,10.13,Milwaukee,6,0,6,21,C,2/26/2020
2096,2020,Illinois,12812508,10.78,Chicago,1,4,5,8,A,2/25/2020
2097,2020,North Carolina,10439388,13.26,Clarkton,3,1,4,24,D,2/23/2020
2098,2020,Texas,29145505,12.22,Houston,0,7,7,34,F,2/23/2020
2099,2020,Idaho,1839106,16.61,Caldwell,2,3,5,48,F,2/20/2020
2100,2020,North Carolina,10439388,13.26,Greensboro,0,4,4,24,D,2/20/2020
2101,2020,Mississippi,2961279,22.81,Port Gibson,2,2,4,50,F,2/17/2020
2102,2020,Connecticut,3605944,4.91,Hartford,1,5,6,3,A,2/16/2020
2103,2020,Florida,21538187,12.81,Pensacola,1,4,5,22,C,2/16/2020
2104,2020,Louisiana,4657757,21.31,New Orleans,0,4,4,32,F,2/15/2020
2105,2020,Tennessee,6910840,17.82,Memphis,0,7,7,29,D,2/15/2020
2106,2020,Illinois,12812508,10.78,Chicago,0,6,6,8,A,2/14/2020
2107,2020,Delaware,989948,11.55,Dover,1,4,5,11,B,2/10/2020
2108,2020,Texas,29145505,12.22,Houston,1,3,4,34,F,2/8/2020
2109,2020,Indiana,6785528,14.71,Indianapolis,4,0,4,28,D,2/5/2020
2110,2020,Maine,1362359,10.32,Machias,3,1,4,34,F,2/3/2020
2111,2020,California,39538223,7.45,Lebec,1,5,6,1,A,2/3/2020
2112,2020,Mississippi,2961279,22.81,Philadelphia,0,4,4,50,F,2/1/2020
2113,2020,California,39538223,7.45,Delano,1,4,5,1,A,1/31/2020
2114,2020,Louisiana,4657757,21.31,Shreveport,0,4,4,32,F,1/31/2020
2115,2020,Florida,21538187,12.81,Boynton Beach,1,3,4,22,C,1/31/2020
2116,2020,California,39538223,7.45,Merced,0,4,4,1,A,1/30/2020
2117,2020,Connecticut,3605944,4.91,Bridgeport,0,4,4,3,A,1/27/2020
2118,2020,Missouri,6154913,21.34,Cape Girardeau,0,5,5,46,F,1/26/2020
2119,2020,New York,20201249,4.03,Newburgh,3,1,4,4,A,1/26/2020
2120,2020,North Carolina,10439388,13.26,Salisbury,0,6,6,24,D,1/26/2020
2121,2020,South Carolina,5118425,17.51,Hartsville,3,3,6,31,F,1/26/2020
2122,2020,North Carolina,10439388,13.26,Vanceboro,5,0,5,24,D,1/24/2020
2123,2020,Washington,7705281,10.32,Seattle,1,7,8,10,B,1/22/2020
2124,2020,Missouri,6154913,21.34,Kansas City,2,15,17,46,F,1/19/2020
2125,2020,Tennessee,6910840,17.82,Memphis,1,4,5,29,D,1/19/2020
2126,2020,Texas,29145505,12.22,San Antonio,2,5,7,34,F,1/19/2020
2127,2020,Texas,29145505,12.22,South Houston,2,2,4,34,F,1/18/2020
2128,2020,Utah,3271616,13.14,Grantsville,4,1,5,27,D,1/17/2020
2129,2020,Illinois,12812508,10.78,Chicago,0,5,5,8,A,1/16/2020
2130,2020,Colorado,5773714,15.14,Aurora,0,5,5,14,C,1/11/2020
2131,2020,Mississippi,2961279,22.81,Bay Saint Louis,2,2,4,50,F,1/8/2020
2132,2020,Georgia,10711908,15.72,Atlanta,0,4,4,32,F,1/5/2020
2133,2020,Florida,21538187,12.81,Ocala,1,3,4,22,C,1/4/2020
2134,2020,New York,20201249,4.03,Brooklyn,0,4,4,4,A,1/2/2020
2135,2020,Ohio,11799448,13.05,Cleveland,0,4,4,24,D,1/1/2020
2136,2020,West Virginia,1793716,18.11,Huntington,0,7,7,34,F,1/1/2020
2137,2020,Missouri,6154913,21.34,Saint Louis,3,2,5,46,F,1/1/2020
2138,2019,Illinois,12671821,10.78,Danville,0,5,5,8,A,12/29/2019
2139,2019,New York,19453561,4.03,Buffalo,1,3,4,4,A,12/29/2019
2140,2019,California,39512223,7.45,Ceres,0,5,5,1,A,12/29/2019
2141,2019,California,39512223,7.45,Modesto,1,3,4,1,A,12/27/2019
2142,2019,Texas,28995881,12.22,Houston,2,7,9,34,F,12/27/2019
2143,2019,Georgia,10617423,15.72,Kennesaw,0,4,4,32,F,12/27/2019
2144,2019,Florida,21477737,12.81,Saint Petersburg,0,5,5,22,C,12/26/2019
2145,2019,California,39512223,7.45,Oakland,0,4,4,1,A,12/25/2019
2146,2019,Iowa,3155070,8.62,Coralville,1,3,4,19,C,12/25/2019
2147,2019,Virginia,8535519,11.76,Richmond,1,3,4,26,D,12/25/2019
2148,2019,Louisiana,4648794,21.31,New Orleans,0,4,4,32,F,12/24/2019
2149,2019,Illinois,12671821,10.78,Joliet,0,5,5,8,A,12/24/2019
2150,2019,North Carolina,10488084,13.26,High Point,0,6,6,24,D,12/24/2019
2151,2019,Maryland,6045680,11.61,Baltimore,0,7,7,6,A,12/22/2019
2152,2019,Minnesota,5639632,7.79,Minneapolis (Spring Lake Park),1,7,8,13,C,12/22/2019
2153,2019,Illinois,12671821,10.78,Chicago,0,13,13,8,A,12/22/2019
2154,2019,Louisiana,4648794,21.31,Edgard,0,4,4,32,F,12/21/2019
2155,2019,Mississippi,2976149,22.81,Waynesboro,1,6,7,50,F,12/20/2019
2156,2019,Alabama,4903185,21.7,Tuskegee,2,2,4,38,F,12/20/2019
2157,2019,Texas,28995881,12.22,San Antonio,0,4,4,34,F,12/18/2019
2158,2019,Montana,1068778,17.27,Great Falls,4,1,5,34,F,12/17/2019
2159,2019,Georgia,10617423,15.72,Columbus,1,4,5,32,F,12/15/2019
2160,2019,California,39512223,7.45,Ivanhoe,0,4,4,1,A,12/14/2019
2161,2019,Missouri,6137428,21.34,Saint Louis (Moline Acres),1,3,4,46,F,12/12/2019
2162,2019,New Jersey,8882190,4.75,Jersey City,6,3,9,2,A,12/10/2019
2163,2019,Texas,28995881,12.22,Desoto,2,3,5,34,F,12/8/2019
2164,2019,Louisiana,4648794,21.31,New Orleans,1,4,5,32,F,12/8/2019
2165,2019,Florida,21477737,12.81,Pensacola,4,8,12,22,C,12/6/2019
2166,2019,Alabama,4903185,21.7,Montgomery,2,2,4,38,F,12/4/2019
2167,2019,Louisiana,4648794,21.31,Cotton Valley,2,3,5,32,F,12/1/2019
2168,2019,Louisiana,4648794,21.31,New Orleans,2,2,4,32,F,12/1/2019
2169,2019,Illinois,12671821,10.78,Aurora,1,4,5,8,A,12/1/2019
2170,2019,Michigan,9986857,12.82,Kalamazoo,1,3,4,19,C,12/1/2019
2171,2019,Louisiana,4648794,21.31,New Orleans,0,12,12,32,F,12/1/2019
2172,2019,Arkansas,3017804,18.96,Hensley,0,5,5,40,F,11/30/2019
2173,2019,Texas,28995881,12.22,Amarillo,0,7,7,34,F,11/29/2019
2174,2019,New York,19453561,4.03,Bronx,0,5,5,4,A,11/27/2019
2175,2019,Florida,21477737,12.81,Brownsville,2,2,4,22,C,11/25/2019
2176,2019,Alabama,4903185,21.7,Birmingham,1,4,5,38,F,11/24/2019
2177,2019,California,39512223,7.45,Los Angeles,0,6,6,1,A,11/24/2019
2178,2019,Louisiana,4648794,21.31,Cottonport,2,2,4,32,F,11/24/2019
2179,2019,California,39512223,7.45,Los Angeles,0,4,4,1,A,11/23/2019
2180,2019,Louisiana,4648794,21.31,Tallulah,1,6,7,32,F,11/23/2019
2181,2019,California,39512223,7.45,Long Beach,0,5,5,1,A,11/21/2019
2182,2019,Washington,7614893,10.32,Everett,0,4,4,10,B,11/21/2019
2183,2019,California,39512223,7.45,Richmond,0,4,4,1,A,11/20/2019
2184,2019,New Jersey,8882190,4.75,Newark,1,4,5,2,A,11/18/2019
2185,2019,California,39512223,7.45,Fresno,4,6,10,1,A,11/17/2019
2186,2019,Ohio,11689100,13.05,Cleveland,0,4,4,24,D,11/17/2019
2187,2019,California,39512223,7.45,San Diego,6,0,6,1,A,11/16/2019
2188,2019,California,39512223,7.45,Santa Clarita,3,3,6,1,A,11/14/2019
2189,2019,Florida,21477737,12.81,Belle Glade,0,4,4,22,C,11/11/2019
2190,2019,Missouri,6137428,21.34,Kansas City,0,4,4,46,F,11/10/2019
2191,2019,Tennessee,6829174,17.82,Memphis,1,4,5,29,D,11/10/2019
2192,2019,Arkansas,3017804,18.96,Little Rock,0,4,4,40,F,11/10/2019
2193,2019,Michigan,9986857,12.82,Detroit,0,4,4,19,C,11/9/2019
2194,2019,Georgia,10617423,15.72,Vidalia,0,4,4,32,F,11/9/2019
2195,2019,North Carolina,10488084,13.26,Raleigh,1,3,4,24,D,11/8/2019
2196,2019,Georgia,10617423,15.72,Conyers,2,3,5,32,F,11/7/2019
2197,2019,Texas,28995881,12.22,Houston,1,4,5,34,F,11/4/2019
2198,2019,Ohio,11689100,13.05,Toledo,0,4,4,24,D,11/3/2019
2199,2019,Texas,28995881,12.22,Nacogdoches,1,3,4,34,F,11/3/2019
2200,2019,Louisiana,4648794,21.31,Baton Rouge,0,4,4,32,F,11/2/2019
2201,2019,Michigan,9986857,12.82,Detroit,1,4,5,19,C,11/2/2019
2202,2019,Arizona,7278717,15.29,Tolleson,0,5,5,45,F,11/1/2019
2203,2019,Texas,28995881,12.22,San Angelo,0,4,4,34,F,11/1/2019
2204,2019,California,39512223,7.45,Orinda,5,3,8,1,A,10/31/2019
